customer_id,name,phone,city,state,zipcode,age,gender,marital_status,dependents,education_level,occupation,employment_status,annual_income,credit_score,existing_loans,avg_monthly_expense,vehicle_owner,vehicle_type,budget_per_month,customer_tenure_years,coverage_preferences,risk_tolerance,interest_tags,Segment_ID
CUST_767916,Thomas Brown,226.740.9809x982,Chicago,Illinois,60601,36,male,single,0,bachelor,teacher,self-employed,58635,660,home,4277.88,True,car,371,7.2,"['home', 'auto']",Low,['vehicle'],3
CUST_647520,Lisa Elliott,001-979-527-7293x29196,New York,New York,10002,45,nonbinary,married,3,master,salesperson,employed,107291,615,multiple,7734.49,True,car,204,4.8,"['health', 'auto']",High,"['family', 'vehicle', 'travel']",0
CUST_565381,Richard Mcfarland,988.701.5687x558,Minneapolis,Minnesota,55401,64,male,widowed,1,phd,advisor,retired,44253,804,personal,3686.5,False,none,394,6.2,"['home', 'health']",High,"['family', 'education', 'retirement']",1
CUST_238840,Dennis Mcpherson,(852)649-5062,San Jose,California,95110,56,female,married,3,bachelor,freelancer,employed,98297,625,personal,9126.23,False,none,125,8.5,['travel'],Low,"['family', 'education']",2
CUST_593103,Joe Green,338-708-0210x0344,Minneapolis,Minnesota,55414,46,female,married,2,master,salesperson,self-employed,48204,658,multiple,4136.72,False,none,265,3.6,"['home', 'auto']",Low,"['family', 'maternity']",2
CUST_470042,Robert Hinton,504.608.7299,Dallas,Texas,75202,20,male,single,0,bachelor,sales trainee,employed,84247,656,personal,6683.57,False,none,167,3.3,['auto'],Low,"['travel', 'education']",2
CUST_526283,Luke Figueroa,+1-641-332-2061,Chicago,Illinois,60602,26,male,single,0,master,doctor,self-employed,34503,753,multiple,2491.34,True,bike,102,1.9,['life'],High,['vehicle'],3
CUST_637599,Billy Lopez,+1-508-708-4212x0381,San Jose,California,95110,21,nonbinary,single,0,bachelor,assistant,employed,45491,682,personal,3332.44,True,car,309,2.3,"['auto', 'life']",Low,"['vehicle', 'education']",0
CUST_712244,Monique Tanner DVM,+1-370-604-8475x98612,Miami,Florida,33125,23,male,single,0,high_school,assistant,employed,110851,774,multiple,8489.57,True,none,242,7.6,['auto'],High,"['vehicle', 'education']",0
CUST_144289,Richard Mayer,+1-601-733-7047x77668,Seattle,Washington,98102,60,male,widowed,2,phd,shop owner,retired,51914,659,car,4863.3,True,car,384,3.1,['auto'],Medium,"['family', 'vehicle', 'travel', 'retirement']",1
CUST_852067,Jasmine Smith DDS,001-214-756-3208x303,Dallas,Texas,75201,42,female,divorced,2,bachelor,doctor,self-employed,62654,716,home,4746.12,True,none,109,8.9,['life'],High,"['family', 'vehicle', 'maternity']",3
CUST_201050,Monica Burgess,655-344-6433x779,San Jose,California,95110,37,male,married,1,bachelor,technician,employed,86369,649,multiple,5933.27,False,none,171,3.7,"['travel', 'health']",Medium,"['family', 'travel', 'education']",2
CUST_979859,Tracey Stone,9132091627,San Jose,California,95112,48,nonbinary,married,2,master,freelancer,self-employed,53761,828,none,4120.15,True,car,362,9.0,"['travel', 'life']",Low,"['family', 'vehicle', 'education']",3
CUST_273797,Billy Daniel,001-666-371-0195x259,San Jose,California,95110,70,nonbinary,divorced,2,bachelor,advisor,retired,57391,628,home,4742.5,True,car,186,9.7,"['health', 'auto']",High,"['family', 'vehicle', 'retirement']",3
CUST_937003,Carrie Clark,+1-996-910-8668x531,Dallas,Texas,75202,73,female,married,3,bachelor,consultant,retired,49062,718,none,4475.5,True,car,209,6.7,['auto'],Low,"['family', 'vehicle', 'retirement']",3
CUST_785520,Victor Riley,444-882-2902x40479,Seattle,Washington,98101,49,nonbinary,married,2,bachelor,technician,self-employed,83957,738,car,7109.54,True,bike,380,6.1,['home'],Low,"['family', 'vehicle', 'travel', 'education']",3
CUST_568323,Lisa West,(898)486-0752x754,Dallas,Texas,75201,48,nonbinary,married,3,bachelor,teacher,employed,69884,724,multiple,5655.13,True,none,319,3.5,"['travel', 'home']",Low,"['family', 'vehicle']",0
CUST_469877,Dr. Anna Rice MD,+1-742-486-2237x97511,San Jose,California,95110,65,female,married,2,master,shop owner,retired,40575,688,multiple,3507.1,True,none,376,6.4,['home'],High,"['family', 'vehicle', 'education', 'retirement']",3
CUST_602253,Sylvia Wang,705-253-7203,San Jose,California,95101,40,female,divorced,3,master,freelancer,self-employed,63418,692,personal,4245.46,True,none,207,5.3,"['home', 'life']",High,"['maternity', 'education', 'family', 'vehicle', 'travel']",3
CUST_988494,Victoria Mcbride,(236)698-4868,Dallas,Texas,75201,29,male,married,3,bachelor,teacher,employed,118987,702,car,11735.24,False,none,380,8.8,['life'],High,['family'],2
CUST_250972,Cristian Campbell,+1-974-326-8805,Miami,Florida,33101,52,male,divorced,1,master,salesperson,employed,92663,691,multiple,7760.64,True,car,124,4.8,['life'],Medium,"['family', 'vehicle']",0
CUST_300287,Ryan Franklin,(454)669-9658x39082,Dallas,Texas,75203,58,male,married,3,master,freelancer,self-employed,69811,757,none,4811.03,True,bike,122,4.5,"['home', 'travel']",High,"['family', 'vehicle']",3
CUST_601681,Jeremy Lee,526-681-6067x83434,Chicago,Illinois,60602,64,female,married,2,bachelor,shop owner,retired,26655,832,home,1927.37,True,bike,274,6.5,"['home', 'health']",Medium,"['maternity', 'retirement', 'education', 'family', 'vehicle']",3
CUST_259786,Paige Gibson,(588)893-2885,San Jose,California,95112,63,nonbinary,married,2,master,advisor,retired,22930,666,multiple,1984.27,True,car,139,3.5,"['home', 'health']",High,"['family', 'vehicle', 'maternity', 'retirement']",3
CUST_747925,William Reed,(673)821-0357,New York,New York,10003,70,female,widowed,1,phd,shop owner,retired,49095,617,personal,4645.12,False,none,373,6.2,['travel'],High,"['family', 'education', 'retirement']",1
CUST_548028,Michelle Cummings,7219061908,Dallas,Texas,75203,23,male,single,0,bachelor,assistant,employed,86813,694,car,7155.85,True,bike,394,8.2,['life'],Medium,"['vehicle', 'education']",0
CUST_730634,Sean Cervantes,(980)331-1807x09243,Chicago,Illinois,60601,24,female,single,0,bachelor,intern,employed,102883,850,personal,9274.46,True,car,160,3.9,"['auto', 'home']",High,"['vehicle', 'education']",0
CUST_872158,Autumn Wolf,(909)776-2806,Miami,Florida,33130,29,nonbinary,married,1,master,freelancer,employed,44947,651,none,4207.13,True,bike,255,6.6,['life'],Low,"['family', 'vehicle', 'education']",0
CUST_700102,Kelsey Brown,639-459-9001,Chicago,Illinois,60601,55,female,divorced,2,bachelor,freelancer,self-employed,82238,798,personal,6884.55,False,none,253,3.3,"['home', 'auto']",Medium,"['family', 'maternity', 'education']",2
CUST_796678,Laura Keith,260.564.0415,Chicago,Illinois,60603,38,nonbinary,single,0,master,salesperson,self-employed,78544,800,multiple,5357.91,True,car,326,0.5,['life'],Low,"['vehicle', 'travel']",3
CUST_949729,Sean Jenkins,5787369264,Minneapolis,Minnesota,55401,56,nonbinary,married,2,bachelor,teacher,self-employed,84904,666,personal,7469.15,True,car,230,8.3,['home'],Medium,"['family', 'vehicle', 'travel', 'education']",3
CUST_574396,Sherri Reynolds,(673)814-0067x0828,Miami,Florida,33101,54,female,married,3,bachelor,engineer,employed,59865,734,car,4937.82,False,none,115,6.0,"['life', 'health']",High,['family'],2
CUST_330875,Ricky Brown,2818262295,Dallas,Texas,75201,58,nonbinary,married,2,master,manager,employed,40196,797,car,3757.43,False,none,223,3.1,['life'],Low,"['family', 'education']",2
CUST_953805,Arthur Cunningham,001-555-714-9458x443,Chicago,Illinois,60603,57,nonbinary,married,1,master,salesperson,self-employed,66289,677,personal,5970.08,True,none,108,1.4,"['travel', 'health']",Medium,"['family', 'vehicle', 'education']",3
CUST_502370,Carlos Shaw,(798)536-4728,Dallas,Texas,75201,37,female,single,0,bachelor,engineer,employed,85935,687,car,8332.42,False,none,284,4.6,"['life', 'home']",Low,['travel'],2
CUST_326840,Robert Gray,+1-938-807-9620x241,New York,New York,10002,68,male,married,1,phd,advisor,retired,44994,665,car,3109.87,True,car,193,5.1,"['home', 'auto']",Low,"['maternity', 'retirement', 'education', 'family', 'vehicle']",3
CUST_661977,Danielle Smith,556.991.3004x216,Seattle,Washington,98103,40,male,widowed,3,master,technician,self-employed,34164,639,home,2504.13,False,none,238,7.9,"['travel', 'home']",Medium,"['family', 'education']",1
CUST_474968,Michael Moore,287-438-2684x069,New York,New York,10003,20,female,single,0,high_school,intern,employed,48664,661,car,4320.52,True,none,142,4.1,"['auto', 'life']",Low,"['vehicle', 'education']",0
CUST_832288,Evan Rodriguez,844-500-5819x2745,Minneapolis,Minnesota,55414,36,nonbinary,married,2,master,freelancer,self-employed,44002,626,none,4264.74,True,none,264,3.2,"['home', 'travel']",Medium,"['family', 'maternity', 'vehicle', 'education']",3
CUST_115500,Allison Stanley,001-218-689-8302x514,San Jose,California,95110,52,male,married,3,master,salesperson,employed,51242,702,multiple,4432.66,True,car,133,2.9,"['home', 'travel']",Low,"['family', 'vehicle']",0
CUST_548595,Jeanette Ellis,(925)485-0867x64281,Dallas,Texas,75203,24,nonbinary,single,0,bachelor,student,student,35672,653,personal,2826.06,True,bike,332,8.5,"['travel', 'health']",Low,"['vehicle', 'education']",3
CUST_778462,Angela Daniels,498.910.4562,Seattle,Washington,98103,62,male,married,3,master,retired,retired,37254,714,home,3419.04,True,car,127,2.3,['life'],High,"['family', 'vehicle', 'education', 'retirement']",3
CUST_120020,David Miller,522.211.3716x02532,Miami,Florida,33125,64,male,divorced,1,master,consultant,retired,26263,606,home,2506.21,True,bike,345,0.8,"['health', 'auto']",Medium,"['family', 'vehicle', 'retirement']",3
CUST_128868,Karen Cooper,(406)511-2707,Minneapolis,Minnesota,55401,47,male,married,3,bachelor,freelancer,employed,57784,719,car,4050.92,True,bike,218,8.8,['life'],High,"['family', 'vehicle', 'travel', 'education']",0
CUST_222414,Brett Hudson,001-902-453-4202,Minneapolis,Minnesota,55419,67,nonbinary,widowed,1,bachelor,retired,retired,36778,750,home,2902.55,True,car,198,2.7,['auto'],Low,"['family', 'vehicle', 'retirement']",1
CUST_550938,Danielle Kelley,906.676.7036x21988,Seattle,Washington,98101,30,male,married,2,master,doctor,self-employed,51840,580,car,4876.21,True,bike,252,7.8,"['travel', 'home']",Medium,"['family', 'vehicle', 'maternity']",3
CUST_821795,Joshua Wheeler,380-431-3724x6125,Dallas,Texas,75201,37,male,married,3,master,technician,employed,97313,722,personal,7076.4,True,car,241,6.8,"['life', 'home']",Low,"['family', 'vehicle', 'travel', 'education']",0
CUST_487421,Anthony Strickland,(781)251-4634,New York,New York,10002,45,female,divorced,3,bachelor,technician,self-employed,61976,773,personal,4484.47,False,none,289,8.0,['travel'],Medium,"['family', 'maternity', 'travel', 'education']",2
CUST_841420,Anthony Christensen,001-695-841-3208,New York,New York,10001,45,nonbinary,divorced,1,master,doctor,self-employed,80114,627,car,6693.44,True,bike,206,5.8,"['life', 'auto']",High,"['family', 'maternity', 'vehicle', 'education']",3
CUST_550013,Brooke Weaver,202-880-1510,Seattle,Washington,98102,51,nonbinary,married,1,master,doctor,employed,60532,800,personal,4584.1,False,none,380,9.3,"['auto', 'life']",High,"['family', 'education']",2
CUST_787633,Dustin Griffin,3525420699,New York,New York,10003,56,male,married,1,bachelor,manager,self-employed,67061,725,home,5429.19,True,none,139,4.4,"['life', 'health']",Low,"['family', 'vehicle', 'education']",3
CUST_388461,Maria Reynolds,566.243.9132x97818,New York,New York,10003,49,male,married,1,bachelor,manager,self-employed,38572,657,personal,3241.97,True,car,148,3.1,"['home', 'health']",High,"['family', 'vehicle']",3
CUST_955580,Kaitlyn Grant,+1-625-989-1601x0001,San Jose,California,95101,27,male,divorced,2,bachelor,manager,self-employed,81314,696,personal,5864.14,True,none,242,8.5,['home'],High,"['family', 'vehicle', 'travel', 'education']",3
CUST_533703,Nicholas Meyer,001-998-248-6701,New York,New York,10003,26,female,single,0,master,freelancer,employed,68210,733,multiple,5695.05,True,none,140,9.9,['life'],High,['vehicle'],0
CUST_910923,Alexandra Smith,(411)736-7455x1229,Miami,Florida,33125,65,female,divorced,1,master,shop owner,retired,21676,704,multiple,1797.57,True,bike,212,6.2,['health'],Medium,"['family', 'vehicle', 'education', 'retirement']",3
CUST_965625,David Higgins,+1-872-895-8652x4558,San Jose,California,95101,27,female,married,1,master,freelancer,employed,50656,732,home,4616.24,True,bike,210,5.0,"['home', 'life']",High,"['family', 'vehicle', 'travel', 'education']",0
CUST_789642,Kathleen Smith,406.604.4693x8844,San Jose,California,95112,71,nonbinary,married,3,bachelor,retired,retired,48453,644,home,3886.15,True,bike,378,1.4,"['health', 'auto']",High,"['family', 'vehicle', 'retirement']",3
CUST_358419,Mitchell Diaz,+1-514-201-0779x949,Minneapolis,Minnesota,55414,23,female,single,0,high_school,intern,employed,59729,710,personal,4722.34,False,none,160,4.3,['health'],High,['education'],2
CUST_692942,Larry Beck,+1-965-847-1076x453,Chicago,Illinois,60601,27,male,single,0,master,salesperson,self-employed,66275,615,home,5862.11,False,none,207,3.5,['home'],Low,[],2
CUST_814966,Robert Baker,790.219.7146x65345,Miami,Florida,33101,51,nonbinary,married,3,bachelor,manager,employed,82457,693,none,5916.82,False,none,144,8.0,['life'],Low,"['family', 'maternity']",2
CUST_737085,Jerry Lynch,309-733-7302,Chicago,Illinois,60601,28,female,divorced,3,bachelor,technician,employed,108256,645,none,8471.91,True,car,167,8.5,"['auto', 'travel']",Low,"['family', 'vehicle', 'travel']",0
CUST_705652,Andrew Nielsen,256.660.8567,New York,New York,10002,50,nonbinary,married,2,master,doctor,employed,119324,655,multiple,11519.16,False,none,140,0.9,"['auto', 'health']",High,"['family', 'maternity']",2
CUST_294559,Erika Ali,539.894.5173x3403,Chicago,Illinois,60601,35,nonbinary,single,0,master,doctor,employed,49979,774,none,3688.51,False,none,211,3.6,"['travel', 'home']",High,[],2
CUST_589207,James Villanueva,758.742.9639,Dallas,Texas,75201,46,nonbinary,married,2,bachelor,doctor,self-employed,41501,765,personal,3009.87,False,none,138,0.5,"['auto', 'home']",High,['family'],2
CUST_553704,Rhonda Watson,471-346-6421x7435,San Jose,California,95112,58,nonbinary,divorced,3,master,freelancer,self-employed,55587,736,multiple,4268.52,True,none,213,9.8,['auto'],Low,"['family', 'vehicle']",3
CUST_599553,Kimberly Thomas,(784)711-0906x779,Dallas,Texas,75202,62,female,married,2,bachelor,advisor,retired,32073,634,none,2620.07,True,bike,306,1.8,"['home', 'auto']",Low,"['family', 'vehicle', 'education', 'retirement']",3
CUST_952210,Philip Martinez,(797)405-9477,Minneapolis,Minnesota,55419,22,male,single,0,high_school,assistant,employed,69161,681,personal,6898.53,True,bike,192,3.0,"['health', 'travel']",Low,"['vehicle', 'education']",0
CUST_246807,Samuel Owens,639-500-9202,Dallas,Texas,75202,54,nonbinary,married,2,bachelor,technician,self-employed,38885,772,none,3066.28,True,car,198,5.3,['health'],Medium,"['family', 'vehicle']",3
CUST_574345,Ryan Garcia,+1-426-680-2834x081,New York,New York,10001,55,male,married,3,master,engineer,employed,110261,708,car,9681.71,False,none,369,2.3,"['health', 'travel']",Medium,"['family', 'education']",2
CUST_476841,Caleb Williams,+1-957-324-3820,San Jose,California,95101,34,female,married,1,bachelor,salesperson,employed,85485,839,car,6410.54,True,bike,174,2.1,['health'],Medium,"['family', 'vehicle', 'education']",0
CUST_846895,Andrea Rivera,001-625-211-7059x5324,Dallas,Texas,75203,22,nonbinary,single,0,high_school,sales trainee,employed,43828,723,multiple,4119.9,True,car,112,9.0,['travel'],Medium,"['vehicle', 'education']",0
CUST_806881,Austin Hernandez,875-921-2598x0659,Chicago,Illinois,60601,39,male,married,1,bachelor,technician,self-employed,48868,711,personal,3957.67,False,none,247,7.5,['travel'],Low,"['family', 'education']",2
CUST_448057,Ashley Long,+1-995-501-7311x981,San Jose,California,95112,34,male,married,2,bachelor,manager,employed,100903,681,none,7888.25,True,car,213,8.3,"['auto', 'life']",High,"['family', 'vehicle', 'travel', 'education']",0
CUST_645072,Jonathan Rodriguez,+1-392-262-9252x44730,San Jose,California,95110,42,female,divorced,3,master,freelancer,employed,111399,708,home,8073.68,True,none,100,8.4,"['travel', 'health']",High,"['family', 'vehicle', 'education']",0
CUST_333487,Christina Johnson,+1-761-958-9017,San Jose,California,95112,47,male,married,3,master,teacher,self-employed,57549,690,home,4679.36,True,bike,290,4.7,['health'],Medium,"['family', 'vehicle', 'travel', 'education']",3
CUST_911463,Cody Gutierrez,374-591-9949,Dallas,Texas,75203,55,male,married,3,bachelor,teacher,self-employed,44414,742,multiple,3371.06,True,bike,304,6.4,['travel'],Medium,"['family', 'vehicle', 'education']",3
CUST_422766,Robin Olson,001-766-899-1734,Seattle,Washington,98102,75,male,married,1,phd,advisor,retired,32070,757,home,2862.9,False,none,189,2.5,['health'],Medium,"['family', 'education', 'retirement']",2
CUST_574143,Mark Harrington,750-832-5259x854,Minneapolis,Minnesota,55419,41,female,married,2,bachelor,freelancer,self-employed,65034,652,personal,5563.13,True,none,114,4.1,"['travel', 'home']",Low,"['family', 'maternity', 'vehicle', 'education']",3
CUST_968367,Rachel Smith,001-332-275-8397x2914,Minneapolis,Minnesota,55414,68,male,married,1,phd,advisor,retired,59307,620,home,5177.13,False,none,142,3.6,['travel'],Medium,"['family', 'maternity', 'education', 'retirement']",2
CUST_906458,Brenda Mccarthy MD,001-817-221-1545,New York,New York,10003,47,female,married,3,bachelor,freelancer,self-employed,40350,589,car,3844.31,False,none,171,8.4,['auto'],Low,"['family', 'education']",2
CUST_918135,Kathryn Smith,272-663-2011x15110,New York,New York,10001,42,nonbinary,married,1,master,manager,employed,102238,730,none,7153.42,True,car,281,7.6,['health'],Low,"['family', 'vehicle', 'travel']",0
CUST_733028,Lawrence Cook,262.916.1230,Seattle,Washington,98102,20,male,single,0,high_school,junior developer,employed,116682,633,multiple,11390.56,True,car,208,4.0,['home'],High,"['vehicle', 'travel', 'education']",0
CUST_471088,Jeremy Valencia,2124614472,Minneapolis,Minnesota,55414,23,nonbinary,single,0,bachelor,sales trainee,employed,96398,570,home,9183.17,True,bike,292,7.3,"['home', 'health']",High,"['vehicle', 'education']",0
CUST_591491,Monique Bean,424-631-9216x34778,San Jose,California,95110,20,nonbinary,single,0,high_school,sales trainee,employed,69740,723,car,6972.36,False,none,211,1.8,['health'],Medium,['education'],2
CUST_548694,Cynthia Walls,771-881-6835,Dallas,Texas,75203,69,male,married,2,master,advisor,retired,38870,849,personal,2739.38,True,none,160,6.3,"['life', 'health']",Low,"['family', 'vehicle', 'retirement']",3
CUST_162782,Noah Robinson,(283)953-0141x871,Dallas,Texas,75203,47,female,married,1,master,salesperson,self-employed,34384,699,multiple,3236.11,True,car,264,5.0,['home'],High,"['family', 'vehicle', 'education']",3
CUST_175090,Gregory Osborn,9465176443,New York,New York,10001,35,male,married,2,master,manager,employed,90643,750,personal,6895.1,True,car,271,2.8,['life'],High,"['family', 'vehicle', 'education']",0
CUST_910453,Michele Silva,607.517.7353,Seattle,Washington,98101,44,nonbinary,married,2,master,salesperson,self-employed,44461,704,none,3054.04,True,car,259,2.3,['health'],High,"['family', 'vehicle', 'education']",3
CUST_661378,Lisa Clements,702-420-2338,New York,New York,10003,68,nonbinary,divorced,3,bachelor,consultant,retired,24793,694,car,2246.58,True,none,357,8.6,"['travel', 'life']",Low,"['family', 'vehicle', 'retirement']",3
CUST_470251,Gabrielle Terrell,4569689470,Miami,Florida,33125,26,female,married,1,master,technician,self-employed,52445,755,car,4081.12,False,none,368,1.8,['health'],Medium,"['family', 'travel', 'maternity']",2
CUST_511305,Jackie Flowers,249-564-7290x03295,New York,New York,10003,47,female,married,2,bachelor,manager,self-employed,34168,682,personal,2435.8,True,bike,261,9.5,['life'],Medium,"['family', 'vehicle']",3
CUST_533351,Jennifer Myers,+1-354-716-8228x0802,Chicago,Illinois,60602,59,female,widowed,2,master,freelancer,self-employed,68579,716,home,5653.99,True,none,247,7.2,['health'],Medium,"['maternity', 'education', 'family', 'vehicle', 'travel']",1
CUST_743709,Danny Hill,865.920.3658,San Jose,California,95101,56,female,married,3,bachelor,doctor,employed,47108,719,home,3286.95,False,none,313,7.3,['travel'],Low,['family'],2
CUST_676825,Beth Griffin,(717)882-7563,Dallas,Texas,75203,69,male,married,2,bachelor,consultant,retired,28584,659,car,2219.66,True,none,290,9.1,['life'],Low,"['family', 'vehicle', 'education', 'retirement']",3
CUST_655430,Erik Jones,9615182211,Seattle,Washington,98103,74,nonbinary,divorced,3,master,retired,retired,42602,759,multiple,2866.44,True,car,291,1.6,"['health', 'home']",Low,"['family', 'vehicle', 'education', 'retirement']",3
CUST_330382,Jennifer Christensen,(936)399-2753x263,New York,New York,10001,38,female,married,1,bachelor,technician,employed,98288,689,home,7431.68,True,none,238,3.5,"['home', 'travel']",High,"['family', 'vehicle', 'travel', 'education']",0
CUST_313427,Samuel Jones,8525510487,Miami,Florida,33101,74,nonbinary,married,1,bachelor,retired,retired,29064,654,home,2016.04,True,car,365,3.3,"['life', 'home']",Medium,"['family', 'vehicle', 'retirement']",3
CUST_125193,Debra Jones,2655142892,New York,New York,10001,47,female,divorced,2,bachelor,teacher,self-employed,62687,732,none,4602.94,True,bike,104,8.6,"['travel', 'auto']",Medium,"['family', 'vehicle']",3
CUST_461738,Miranda Baker,289.502.9448x47434,San Jose,California,95110,46,female,married,1,bachelor,teacher,employed,74282,646,none,5666.85,False,none,210,4.1,['health'],Low,"['family', 'travel', 'maternity']",2
CUST_164420,Mr. Carl Hernandez,(493)767-1688x37315,Seattle,Washington,98103,65,nonbinary,widowed,3,phd,retired,retired,23197,701,multiple,2092.9,False,none,395,6.6,['auto'],Medium,"['family', 'maternity', 'retirement']",1
CUST_580333,Roberto Hunt,001-391-301-7948x78554,Chicago,Illinois,60601,24,female,single,0,bachelor,sales trainee,employed,49941,699,car,3717.09,True,none,152,3.1,['home'],Medium,"['vehicle', 'education']",0
CUST_585060,Suzanne Bryan,439-400-4325,Chicago,Illinois,60602,52,male,married,3,bachelor,salesperson,employed,92863,765,car,7380.86,True,bike,156,5.1,"['travel', 'auto']",Low,"['family', 'vehicle', 'travel', 'education']",0
CUST_473552,Daniel Frye,965-308-1833x94138,Seattle,Washington,98103,26,female,married,3,bachelor,salesperson,self-employed,75988,728,none,7227.21,True,none,299,4.5,"['health', 'travel']",High,"['family', 'vehicle', 'travel']",3
CUST_170227,Kelsey Jones,6813657490,San Jose,California,95112,65,nonbinary,married,1,master,consultant,retired,24303,698,none,1962.7,False,none,114,3.7,['auto'],Low,"['family', 'education', 'retirement']",2
CUST_834421,William Graham,(347)537-1480x63151,San Jose,California,95110,47,female,married,1,master,freelancer,employed,87807,749,home,5949.28,True,none,360,2.0,['home'],Medium,"['family', 'vehicle', 'maternity']",0
CUST_265245,John Matthews,867.637.4250x283,Dallas,Texas,75202,55,male,married,2,master,freelancer,self-employed,58033,783,multiple,4555.09,False,none,102,8.2,['health'],Low,['family'],2
CUST_350141,Jessica Garcia,(821)704-5996,Seattle,Washington,98102,31,female,married,2,bachelor,freelancer,self-employed,50752,733,car,4904.45,False,none,131,2.1,['travel'],Medium,['family'],2
CUST_896871,Linda Williamson,573.987.7570x7519,Minneapolis,Minnesota,55419,49,male,widowed,1,master,freelancer,employed,41045,700,home,3110.76,True,none,185,9.5,"['home', 'travel']",High,"['family', 'vehicle', 'maternity']",1
CUST_999205,Monique Alexander,568-304-2006x904,San Jose,California,95110,28,female,single,0,master,salesperson,self-employed,43003,621,multiple,4297.94,True,bike,142,1.9,['life'],High,['vehicle'],3
CUST_555608,Christopher Gallagher,(257)731-5406x8892,Chicago,Illinois,60601,32,female,married,2,bachelor,engineer,self-employed,78421,636,personal,5899.32,False,none,148,7.7,"['health', 'home']",Low,"['family', 'education']",2
CUST_310020,Randy Friedman,001-731-398-6204x664,Chicago,Illinois,60602,45,female,married,1,master,freelancer,employed,65529,681,car,5729.13,True,none,287,1.9,"['life', 'home']",High,"['family', 'vehicle', 'travel', 'maternity']",0
CUST_186629,Heidi Farrell,001-452-318-9624x73379,Miami,Florida,33101,28,male,married,2,bachelor,engineer,self-employed,31392,663,car,2658.26,True,car,315,1.0,['auto'],Medium,"['family', 'vehicle']",3
CUST_683328,Ashley Anthony,(298)209-9064x4695,Chicago,Illinois,60601,67,nonbinary,married,1,phd,shop owner,retired,29921,688,none,2473.77,True,car,305,3.8,['auto'],Medium,"['family', 'vehicle', 'retirement']",3
CUST_845412,Laura York,+1-291-276-0415x7615,Seattle,Washington,98101,34,female,single,0,bachelor,freelancer,self-employed,62243,703,multiple,4300.88,True,bike,392,4.3,['auto'],Medium,"['vehicle', 'travel']",3
CUST_511928,Michelle Franklin,001-904-372-3586x0062,San Jose,California,95110,60,female,widowed,3,bachelor,consultant,retired,21503,731,none,1495.03,False,none,353,7.1,"['home', 'auto']",Low,"['family', 'maternity', 'retirement']",1
CUST_118316,Jonathan Butler,001-941-805-3502x80905,San Jose,California,95110,36,nonbinary,divorced,3,bachelor,manager,self-employed,30171,695,none,2958.81,True,none,172,0.7,"['health', 'travel']",Medium,"['family', 'vehicle']",3
CUST_499915,Kelly Rodriguez,692-373-6960,Chicago,Illinois,60601,57,male,married,2,bachelor,doctor,employed,104947,729,personal,7294.54,False,none,203,7.4,['life'],Medium,['family'],2
CUST_995072,Joel Fisher,+1-773-730-8057x31046,San Jose,California,95112,68,male,widowed,1,bachelor,retired,retired,22471,703,multiple,1735.66,False,none,220,1.1,"['travel', 'health']",High,"['family', 'education', 'retirement']",1
CUST_375263,Alexis Adams,001-476-915-4506x75397,Seattle,Washington,98103,22,male,single,0,bachelor,intern,employed,76527,581,multiple,7413.72,False,none,192,6.4,['travel'],High,"['travel', 'education']",2
CUST_699867,Phyllis Butler,241-502-1310x56622,Miami,Florida,33101,60,female,married,1,master,consultant,retired,45815,643,none,4221.81,True,car,171,9.9,"['travel', 'health']",Medium,"['family', 'vehicle', 'retirement']",3
CUST_734032,Daniel Miller,(665)582-9302,Chicago,Illinois,60602,64,female,widowed,1,phd,advisor,retired,34436,691,none,3321.29,True,bike,380,9.5,['health'],High,"['family', 'vehicle', 'education', 'retirement']",1
CUST_203068,Stephen Rivera,001-643-759-7446x5204,Dallas,Texas,75203,52,female,widowed,1,bachelor,freelancer,self-employed,39170,627,multiple,2937.09,True,bike,282,6.7,['home'],Medium,"['family', 'vehicle', 'education']",1
CUST_545764,Annette Patterson,001-717-354-2375,San Jose,California,95110,50,female,divorced,1,bachelor,salesperson,self-employed,45478,735,multiple,3739.29,False,none,283,0.7,"['life', 'home']",Medium,"['family', 'maternity', 'education']",2
CUST_661471,Katie Tucker,+1-502-671-1961x9526,Dallas,Texas,75202,48,nonbinary,divorced,3,bachelor,teacher,self-employed,72177,791,personal,6022.07,False,none,266,2.1,['home'],Medium,"['family', 'travel', 'maternity']",2
CUST_405039,Alexander Pollard,805-712-7570x0767,Minneapolis,Minnesota,55414,40,female,divorced,2,bachelor,manager,self-employed,51149,773,personal,3439.13,True,car,381,8.5,"['travel', 'health']",Medium,"['family', 'maternity', 'vehicle', 'education']",3
CUST_478599,Kenneth Ramsey,001-459-923-8228,Minneapolis,Minnesota,55401,26,female,married,3,bachelor,freelancer,employed,58228,687,car,4495.97,False,none,279,8.1,"['health', 'travel']",Medium,"['family', 'maternity']",2
CUST_773773,Louis Walker,+1-349-217-1104x724,Seattle,Washington,98101,20,nonbinary,single,0,bachelor,assistant,employed,117904,789,home,8720.69,True,bike,387,8.4,"['auto', 'home']",Low,"['vehicle', 'education']",0
CUST_461370,Antonio Kerr DDS,238-611-4846x134,Minneapolis,Minnesota,55414,57,male,married,1,bachelor,salesperson,self-employed,71524,708,multiple,7105.53,True,none,118,5.2,['travel'],Low,"['family', 'vehicle', 'education']",3
